NAME                                                             VERSION                                   TYPE      
gomodules.xyz/jsonpatch/v2                                       v2.4.0                                    go-module  
google-auth                                                      2.38.0                                    python     
google.golang.org/genproto/googleapis/api                        v0.0.0-20240604185151-ef581f913117        go-module  
google.golang.org/genproto/googleapis/rpc                        v0.0.0-20240701130421-f6361c86f094        go-module  
google.golang.org/grpc                                           v1.66.0                                   go-module  
google.golang.org/protobuf                                       v1.34.2                                   go-module  
gopkg.in/inf.v0                                                  v0.9.1                                    go-module  
gopkg.in/yaml.v2                                                 v2.4.0                                    go-module  
gopkg.in/yaml.v3                                                 v3.0.1                                    go-module  
gpg                                                              1.15.1                                    python     
idna                                                             2.10                                      python     
idna                                                             3.10                                      python     
importlib_metadata                                               8.0.0                                     python     
inflect                                                          7.3.1                                     python     
iniparse                                                         0.4                                       python     
jaraco.collections                                               5.1.0                                     python     
jaraco.context                                                   5.3.0                                     python     
jaraco.functools                                                 4.0.1                                     python     
jaraco.text                                                      3.12.1                                    python     
k8s.io/api                                                       v0.31.3                                   go-module  
k8s.io/apiextensions-apiserver                                   v0.31.3                                   go-module  
k8s.io/apimachinery                                              v0.31.3                                   go-module  
k8s.io/apiserver                                                 v0.31.3                                   go-module  
k8s.io/client-go                                                 v0.31.3                                   go-module  
k8s.io/component-base                                            v0.31.3                                   go-module  
k8s.io/klog/v2                                                   v2.130.1                                  go-module  
k8s.io/kube-openapi                                              v0.0.0-20240228011516-70dd3763d340        go-module  
k8s.io/kubectl                                                   v0.31.3                                   go-module  
k8s.io/utils                                                     v0.0.0-20240711033017-18e509b52bc8        go-module  
kubernetes                                                       31.0.0                                    python     
libcomps                                                         0.1.18                                    python     
lockfile                                                         0.12.2                                    python     
more-itertools                                                   10.3.0                                    python     
oauthlib                                                         3.2.2                                     python     
packaging                                                        24.2                                      python     
pexpect                                                          4.9.0                                     python     
pip                                                              23.3.2                                    python     
pipenv                                                           2023.11.15                                python     
platformdirs                                                     4.2.2                                     python     
platformdirs                                                     4.3.6                                     python     
ptyprocess                                                       0.7.0                                     python     
pyOpenSSL                                                        25.0.0                                    python     
pyasn1                                                           0.6.1                                     python     
pyasn1_modules                                                   0.4.1                                     python     
pycparser                                                        2.22                                      python     
pyinotify                                                        0.9.6                                     python     
python-daemon                                                    3.1.2                                     python     
python-dateutil                                                  2.8.1                                     python     
python-dateutil                                                  2.9.0.post0                               python     
requests                                                         2.25.1                                    python     
requests                                                         2.31.0                                    python     
requests-oauthlib                                                2.0.0                                     python     
requests-unixsocket                                              0.4.1                                     python     
resolvelib                                                       1.0.1                                     python     
rpm                                                              4.16.1.3                                  python     
rsa                                                              4.9                                       python     
setuptools                                                       53.0.0                                    python     
setuptools                                                       76.1.0                                    python     
sigs.k8s.io/apiserver-network-proxy/konnectivity-client          v0.30.3                                   go-module  
sigs.k8s.io/controller-runtime                                   v0.19.2                                   go-module  
sigs.k8s.io/json                                                 v0.0.0-20221116044647-bc3834ca7abd        go-module  
sigs.k8s.io/structured-merge-diff/v4                             v4.4.1                                    go-module  
sigs.k8s.io/yaml                                                 v1.4.0                                    go-module  
six                                                              1.15.0                                    python     
six                                                              1.17.0                                    python     
subscription-manager                                             1.29.42                                   python     
systemd-python                                                   234                                       python     
tomli                                                            2.0.1                                     python     
typeguard                                                        4.3.0                                     python     
typing_extensions                                                4.12.2                                    python     
typing_extensions                                                4.13.1                                    python     
urllib3                                                          1.26.20                                   python     
urllib3                                                          1.26.5                                    python     
virtualenv                                                       20.29.3                                   python     
websocket-client                                                 1.8.0                                     python     
wheel                                                            0.43.0                                    python     
zipp                                                             3.19.2                                    python     
