NAME                                                                         VERSION                                   TYPE      
k8s.io/apiserver                                                             v0.32.5                                   go-module  
k8s.io/client-go                                                             v0.32.5                                   go-module  
k8s.io/cloud-provider                                                        v0.32.5                                   go-module  
k8s.io/component-base                                                        v0.32.5                                   go-module  
k8s.io/component-helpers                                                     v0.32.5                                   go-module  
k8s.io/controller-manager                                                    v0.32.5                                   go-module  
k8s.io/klog/v2                                                               v2.130.1                                  go-module  
k8s.io/kms                                                                   v0.32.5                                   go-module  
k8s.io/kube-openapi                                                          v0.0.0-20241105132330-32ad38e42d3f        go-module  
k8s.io/kubectl                                                               v0.32.5                                   go-module  
k8s.io/kubelet                                                               v0.32.5                                   go-module  
k8s.io/kubernetes                                                            v1.32.5                                   go-module  
k8s.io/utils                                                                 v0.0.0-20241104100929-3ea5e8cea738        go-module  
libcomps                                                                     0.1.18                                    python     
pyinotify                                                                    0.9.6                                     python     
python-dateutil                                                              2.8.1                                     python     
requests                                                                     2.25.1                                    python     
rpm                                                                          4.16.1.3                                  python     
setuptools                                                                   53.0.0                                    python     
sigs.k8s.io/apiserver-network-proxy/konnectivity-client                      v0.32.0                                   go-module  
sigs.k8s.io/controller-runtime                                               v0.20.4                                   go-module  
sigs.k8s.io/json                                                             v0.0.0-20241010143419-9aa6b5e7a4b3        go-module  
sigs.k8s.io/structured-merge-diff/v4                                         v4.6.0                                    go-module  
sigs.k8s.io/yaml                                                             v1.4.0                                    go-module  
six                                                                          1.15.0                                    python     
subscription-manager                                                         1.29.45.1                                 python     
systemd-python                                                               234                                       python     
urllib3                                                                      1.26.5                                    python     
